380,418,512,6,49.6904029846191
500,500.125,437157733
500,500.375,345162704
500,500.625,279741667
500,500.875,238645680
500,501.125,308548558
500,501.375,282305247
500,501.625,261629323
500,501.875,223894347
500,502.125,260621796
500,502.375,240554062
500,502.625,232183678
500,502.875,326729598
500,503.125,291126069
500,503.375,252233175
500,503.625,242476880
500,503.875,219937194
500,504.125,212790574
500,504.375,255167294
500,504.625,276473193
500,504.875,250331160
500,505.125,201362815
500,505.375,198626737
500,505.625,190454361
500,505.875,261440993
500,506.125,379536938
500,506.375,314415406
500,506.625,202043334
500,506.875,205859061
500,507.125,254441660
500,507.375,208850193
500,507.625,206583978
500,507.875,219731272
500,508.125,259663441
500,508.375,212302208
500,508.625,218042030
500,508.875,218579785
500,509.125,224180709
500,509.375,243436911
500,509.625,263102066
500,509.875,221670641
500,510.125,209879678
500,510.375,191884339
500,510.625,191345774
500,510.875,217933569
500,511.125,235035891
500,511.375,218897818
500,511.625,278932798
500,511.875,285232197
500,512.125,208550719
500,512.375,212365453
500,512.625,245062811
500,512.875,183226507
500,513.125,207952413
500,513.375,169984660
500,513.625,176411084
500,513.875,157535102
500,514.125,158728754
500,514.375,175889557
500,514.625,158795096
500,514.875,161687316
500,515.125,160340317
500,515.375,150986274
500,515.625,153677092
500,515.875,162065905
500,516.125,148355317
500,516.375,155386290
500,516.625,162425114
500,516.875,156187535
500,517.125,165048215
500,517.375,170868427
500,517.625,156324062
500,517.875,184363239
500,518.125,158069719
500,518.375,158329458
500,518.625,151766933
500,518.875,151009803
500,519.125,183188655
500,519.375,157737461
500,519.625,156490929
500,519.875,178409518
500.51282051282,500.125,396627700
500.51282051282,500.375,472654990
500.51282051282,500.625,345437784
500.51282051282,500.875,296640247
500.51282051282,501.125,362864106
500.51282051282,501.375,456850058
500.51282051282,501.625,243423461
500.51282051282,501.875,216857062
500.51282051282,502.125,178287036
500.51282051282,502.375,217304005
500.51282051282,502.625,272563226
500.51282051282,502.875,211215978
500.51282051282,503.125,194540822
500.51282051282,503.375,197733150
500.51282051282,503.625,195690136
500.51282051282,503.875,189277971
500.51282051282,504.125,219407186
500.51282051282,504.375,201564006
500.51282051282,504.625,218556223
500.51282051282,504.875,204950314
500.51282051282,505.125,192750447
500.51282051282,505.375,199823539
500.51282051282,505.625,218583942
500.51282051282,505.875,247729842
500.51282051282,506.125,201779735
500.51282051282,506.375,182383331
500.51282051282,506.625,174275457
500.51282051282,506.875,180289168
500.51282051282,507.125,193061506
500.51282051282,507.375,189275366
500.51282051282,507.625,201568506
500.51282051282,507.875,195560208
500.51282051282,508.125,190559340
500.51282051282,508.375,171481923
500.51282051282,508.625,195826971
500.51282051282,508.875,209391732
500.51282051282,509.125,207676808
500.51282051282,509.375,205870038
500.51282051282,509.625,209880129
500.51282051282,509.875,195754037
500.51282051282,510.125,173832782
500.51282051282,510.375,196220757
500.51282051282,510.625,198430892
500.51282051282,510.875,195694388
500.51282051282,511.125,211538763
500.51282051282,511.375,219668942
500.51282051282,511.625,213031337
500.51282051282,511.875,223998519
500.51282051282,512.125,192398410
