500.000,500.000,-1.345,-0.164,10.391,0.021
500.000,500.361,-0.642,-0.148,9.922,0.026
500.000,500.723,0.491,-0.160,8.437,0.035
500.000,501.084,-0.408,-0.106,5.859,0.044
500.000,501.446,-0.720,0.021,5.312,0.028
500.000,501.807,-3.923,0.133,5.898,0.017
500.000,502.169,-7.556,0.311,1.953,0.093
500.000,502.530,-8.103,0.413,-17.461,0.191
500.000,502.892,-6.619,0.506,-9.688,0.165
500.000,503.253,-1.892,0.392,-1.797,0.097
500.000,503.614,0.178,0.343,0.312,0.064
500.000,503.976,0.412,0.263,1.094,0.054
500.000,504.337,0.334,0.195,1.133,0.050
500.000,504.699,0.530,0.087,1.094,0.080
500.000,505.060,0.569,-0.016,1.758,0.063
500.000,505.422,0.295,-0.101,2.148,0.051
500.000,505.783,0.178,-0.162,2.305,0.057
500.000,506.145,0.373,-0.214,2.500,0.055
500.000,506.506,-3.767,-0.118,4.648,0.040
500.000,506.867,-7.673,0.139,4.336,0.045
500.000,507.229,-10.877,0.305,2.031,0.160
500.000,507.590,-6.853,0.254,2.539,0.104
500.000,507.952,-3.025,0.150,3.398,0.062
500.000,508.313,-0.916,0.071,3.164,0.069
500.000,508.675,-0.095,0.118,3.047,0.067
500.000,509.036,0.373,0.073,2.461,0.080
500.000,509.398,0.412,-0.002,3.164,0.064
500.000,509.759,0.412,-0.133,3.320,0.056
500.000,510.120,0.608,-0.225,2.891,0.048
500.000,510.482,0.491,-0.203,2.891,0.051
500.000,510.843,1.155,-0.176,2.773,0.052
500.000,511.205,0.686,-0.159,2.812,0.058
500.000,511.566,0.881,-0.165,2.773,0.059
500.000,511.928,0.647,-0.171,2.773,0.055
500.000,512.289,0.842,-0.183,2.617,0.056
500.000,512.651,0.803,-0.146,2.695,0.057
500.000,513.012,0.803,-0.110,2.773,0.053
500.000,513.373,1.155,-0.101,3.164,0.060
500.000,513.735,0.959,-0.082,3.789,0.056
500.000,514.096,-0.291,0.006,5.273,0.029
500.000,514.458,-1.970,0.106,5.742,0.008
500.000,514.819,-2.009,0.124,6.641,-0.006
500.000,515.181,-1.189,0.016,6.758,-0.008
500.000,515.542,0.217,-0.031,5.547,0.012
500.000,515.904,0.178,-0.028,4.805,0.029
500.000,516.265,-0.095,-0.026,3.203,0.051
500.000,516.627,0.412,-0.046,3.711,0.082
500.000,516.988,0.803,-0.088,3.281,0.065
500.000,517.349,0.725,-0.111,3.203,0.062
500.000,517.711,0.334,-0.110,3.242,0.053
500.000,518.072,0.608,-0.101,1.328,0.052
500.000,518.434,0.686,-0.062,2.656,0.062
500.000,518.795,0.373,-0.058,3.320,0.068
500.000,519.157,0.334,-0.062,2.187,0.073
500.000,519.518,0.530,-0.122,2.383,0.070
500.000,519.880,0.491,-0.102,2.930,0.066
500.000,520.241,-0.720,0.012,2.734,0.056
500.000,520.602,-1.423,0.099,2.812,0.055
500.000,520.964,-1.228,0.055,1.641,0.063
500.000,521.325,-0.291,0.024,3.750,0.087
500.000,521.687,-0.798,0.001,2.734,0.067
500.000,522.048,-1.892,-0.003,7.344,0.030
500.000,522.410,-2.752,0.007,-17.031,0.204
500.000,522.771,-3.689,0.042,-22.695,0.313
500.000,523.133,-1.150,-0.048,-6.445,0.177
500.000,523.494,-0.447,-0.092,-1.016,0.121
500.000,523.855,0.452,-0.114,0.742,0.106
500.000,524.217,0.530,-0.137,1.719,0.084
500.000,524.578,0.569,-0.133,2.578,0.089
500.000,524.940,0.491,-0.108,2.578,0.091
500.000,525.301,0.686,-0.066,2.148,0.093
500.000,525.663,0.295,-0.057,2.539,0.070
500.000,526.024,0.647,-0.055,2.266,0.069
500.000,526.386,0.608,-0.035,2.500,0.065
500.000,526.747,0.881,-0.051,2.734,0.067
500.000,527.108,0.334,-0.120,2.695,0.067
500.000,527.470,0.178,-0.153,2.969,0.066
500.000,527.831,-0.759,-0.169,1.992,0.073
500.000,528.193,-0.291,-0.141,1.211,0.088
500.000,528.554,0.139,-0.138,2.773,0.073
500.000,528.916,0.217,-0.102,3.164,0.066
500.000,529.277,-0.564,-0.080,2.148,0.076
500.000,529.639,-0.095,-0.136,2.539,0.074
500.000,530.000,0.256,-0.140,2.969,0.064
500.500,530.000,0.608,-0.162,3.164,0.058
500.500,529.630,0.569,-0.160,3.086,0.057
500.500,529.259,0.647,-0.178,2.851,0.059
500.500,528.889,0.334,-0.155,3.047,0.059
500.500,528.519,-0.252,-0.146,2.734,0.054
500.500,528.148,-0.603,-0.123,-0.859,0.110
500.500,527.778,0.061,-0.190,1.601,0.079
